"Unsafe/Protected","Name","DNS Name","Distinguished Name","Member of","IP Addresses","MAC Addresses","Policy","OS Version","Zones","State","Offline Date","Agent Version","Added","Files Analyzed","Script Control","Unsafe","Quarantined","Waived","Abnormal","Exploit Attempts","Last Reported Users","Background Detection"
"Protected","SRV_RISK_A","SRV_Risk_A","","","150.150.60.82","00-50-56-B0-A4-F1","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS PRD","Online","","2.0.1494","11/26/2018 10:27:36 PM","38446","0","0","0","0","0","0","SRV_RISK_A\CARROYO,SRV_RISK_A\INFADMIN","Not Running"
"Protected","FRONTEND3","Frontend3","","","150.150.70.179","00-50-56-A8-75-94","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","10/30/2018 6:07:30 PM","40652","0","0","1","0","0","3","FRONTEND3\SAP","Not Running"
"Protected","HNPRDSWAPP","HNPRDSWAPP.ADBancat.hn","CN=HNPRDSWAPP, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.0.145","00-50-56-A8-65-A1","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","4/22/2019 8:50:20 PM","53927","2","0","0","0","0","0","ADBANCAT\KPALMA","Not Running"
"Protected","SAPPOCOREQAS","SAPPOCOREQAS.ADBancat.hn","CN=SAPPOCOREQAS, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.70.112","00-50-56-B0-CE-2D","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","11/26/2018 10:13:49 PM","30809","2","0","0","0","0","5","SAPPOCOREQAS\PCQADM","Not Running"
"Protected","ECMDBLAZONDV","ECMDBLAZONDV","","","150.150.70.74","00-50-56-9A-54-1E","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","11/26/2018 10:06:12 PM","70694","0","0","0","0","0","0","ECMDBLAZONDV\INFADMIN","Not Running"
"Protected","TIMEMANAGEMENT","TimeManagement","","","10.128.0.96","00-50-56-A8-6F-A1","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","11/26/2018 11:12:01 PM","29219","0","0","0","1","0","0","TIMEMANAGEMENT\RRHHUSER","Not Running"
"Protected","SRV_AOLTRAN-1","SRV_AOLTRAN-1","","","150.150.60.227","00-50-56-A8-BF-9F","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","11/26/2018 9:39:09 PM","52045","0","0","1","0","0","0","SRV_AOLTRAN-1\OPERADOR","Not Running"
"Protected","SVR-AGBANC-SAP","","","","","","5-AQT MPT SCB","","Agent Update 1530, BASA HN SERVERS QAS","Offline","","","3/29/2019 6:39:11 PM","0","0","0","0","0","0","0","","Not Running"
"Protected","OCBPRDBADMAPP1","OCBPRDBADMAPP1","","","10.128.10.14","00-50-56-B0-DF-43","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","3/15/2019 1:15:31 AM","27480","0","0","0","0","0","0","OCBPRDBADMAPP1\INFADMIN,OCBPRDBADMAPP1\OCBADM","Not Running"
"Protected","LANSWEEPERDB","LANSWEEPERDB","","","10.128.0.118","00-50-56-A8-22-B8","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Offline","4/12/2019 9:19:21 PM","2.0.1510","3/13/2019 3:51:17 AM","43875","0","0","0","0","0","0","LANSWEEPERDB\INFADMIN","Not Running"
"Protected","SW-NTA-DA","SW-NTA-DA","","","150.150.60.152","00-50-56-A8-6F-65","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","11/26/2018 10:24:33 PM","30535","0","0","0","0","0","0","SW-NTA-DA\ADMINISTRATOR","Not Running"
"Protected","PRUEBAS1","PRUEBAS1","","","150.150.6.160","00-50-56-B0-76-9B","5-AQT MPT SCB + Optics","Microsoft(R) Windows(R) Server 2003, Enterprise Edition, Service Pack 2","BASA HN SERVERS DEV","Online","","2.0.1530","6/14/2019 8:36:14 PM","71209","0","0","1","0","0","0","PRUEBAS1\INFADMIN","Not Running"
"Protected","PROTOCOLOCONCIL","ProtocoloConciliacionesDEV","","","150.150.6.89","00-50-56-B0-1C-5F","5-AQT MPT SCB + Optics","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS DEV","Online","","2.0.1530","3/3/2019 4:46:33 AM","30617","0","0","1","0","0","13","PROTOCOLOCONCIL\BEANARIO","Not Running"
"Protected","VSRVQASBLZERP","VSRVQASBLZERP","","","150.150.70.51","00-50-56-B0-9D-77","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS SAP","Offline","6/4/2019 4:37:44 AM","2.0.1530","5/26/2019 3:31:43 AM","38600","0","0","1","0","0","0","VSRVQASBLZERP\QABADM","Not Running"
"Protected","CRM-DB","CRM-DB.ADBancat.hn","CN=CRM-DB, CN=Computers, DC=ADBancat, DC=hn","","10.128.0.170","00-50-56-A8-B7-84","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Offline","3/11/2019 9:48:34 PM","2.0.1510","3/11/2019 8:07:05 PM","17211","0","0","0","0","0","0","CRM-DB\INFADMIN","Not Running"
"Protected","MONSIMULADORQAS","MonSimuladorQAS.ADBancat.hn","CN=MONSIMULADORQAS, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.2.66","00-50-56-82-56-FA","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS QAS","Online","","2.0.1530","11/16/2018 6:30:31 PM","46633","0","0","0","0","0","2","","Not Running"
"Protected","MWMSG01PRD","MWmsg01prd","","","150.150.70.98","00-50-56-B0-D1-27","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","3/17/2019 5:11:12 AM","26467","0","0","0","0","0","0","MWMSG01PRD\INFADMIN","Not Running"
"Protected","TELESOFT-TSTW2K","TELESOFT-TSTW2K.ADBancat.hn","CN=TELESOFT-TSTW2K, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","150.150.6.41","00-50-56-B0-06-8E","5-AQT MPT SCB + Optics","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS DEV","Online","","2.0.1530","1/28/2019 6:32:24 PM","43535","2","0","0","4","0","0","TELESOFT-TSTW2K\INFADMIN","Not Running"
"Protected","watsondb","watsondb","","","10.128.0.84","00-50-56-B0-9F-8F","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.1 (Maipo)","BASA HN SERVERS PRD","Online","","2.0.1530","3/26/2019 6:00:44 PM","10405","0","0","0","0","0","992","ROOT","Not Running"
"Protected","WEBSOPORTE","websoporte.ADBancat.hn","CN=WEBSOPORTE, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.60.33","00-50-56-B0-F5-9C","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","11/26/2018 10:26:34 PM","32480","2","0","3","0","0","3","WEBSOPORTE\ADMINISTRATOR","Not Running"
"Protected","SRM","SRM","","","192.168.145.61","00-50-56-B0-26-DF","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","2/27/2019 1:05:15 AM","30894","0","0","0","0","0","0","SRM\ADMINISTRATOR","Not Running"
"Protected","HNPRDASSESSMENT","HNPRDASSESSMENT_APP.ADBancat.hn","","","10.128.0.152","00-50-56-A8-6A-5E","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","6/10/2019 4:27:36 PM","43494","2","0","0","0","0","0","ADBANCAT\JCOELLO,HNPRDASSESSMENT\INFADMIN","Not Running"
"Protected","HNPRDSYSLOGSCYL","HNPRDSYSLOGSCYLANCE_APP.ADBancat.hn","","","192.168.109.106","00-50-56-A8-C7-D6","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","4/22/2019 9:03:54 PM","46432","0","0","0","0","0","0","HNPRDSYSLOGSCYL\INFADMIN","Not Running"
"Protected","VSRVSBXSAP","VSRVSBXSAP.ADBancat.hn","CN=VSRVSBXSAP, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.70.24","00-50-56-B0-30-04","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Enterprise, Service Pack 1","BASA HN SERVERS SAP","Online","","2.0.1530","3/4/2019 9:12:05 PM","58862","3","0","2","0","0","0","VSRVSBXSAP\SBXADM","Not Running"
"Protected","sjtreg01-db.bancatlan.hn","sjtreg01-db.bancatlan.hn","","","150.150.60.225","00-50-56-9A-2A-28","5-AQT MPT SCB + Optics","Red Hat Enterprise Linux Server release 6.5 (Santiago)","BASA HN SERVERS DEV, BASA HN SERVERS PRD","Offline","7/15/2019 7:49:25 PM","2.0.1530","3/11/2019 11:17:44 PM","12211","0","0","0","0","0","0","","Not Running"
"Protected","SCANCARPETASCOM","ScanCarpetasCompartidas.ADBancat.hn","","","150.150.10.185","00-50-56-A8-2F-45","5-AQT MPT SCB + Optics","Microsoft Windows Server 2016 Standard","BASA HN INFATLAN TGU, BASA HN SERVERS PRD","Online","","2.0.1530","1/31/2019 5:08:47 AM","37979","0","0","0","0","0","0","SCANCARPETASCOM\AUDITORIA,SCANCARPETASCOM\INFADMIN","Not Running"
"Protected","edu.bancatlan.hn","edu.bancatlan.hn","","","192.168.223.4","00-50-56-A8-EC-58","5-AQT MPT SCB","CentOS release 6.6 (Final)","BASA HN SERVERS PRD","Online","","2.0.1530","3/28/2019 12:56:10 AM","12113","0","0","0","0","0","506","","Not Running"
"Protected","SRV-MICC-PRE","SRV-MICC-PRE","","","10.128.254.20","00-50-56-B0-6A-AE","5-AQT MPT SCB + Optics","Microsoft Windows Server 2012 Standard","BASA HN SERVERS QAS","Online","","2.0.1530","11/26/2018 9:48:36 PM","54153","0","0","1","0","0","0","SRV-MICC-PRE\INFADMIN","Not Running"
"Protected","SILOCO-QAS","siloco-qas.ADBancat.hn","CN=SILOCO-QAS, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.14","00-50-56-B0-87-78","5-AQT MPT SCB + Optics","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS QAS","Online","","2.0.1530","3/1/2019 10:42:53 PM","36914","4","0","1","0","0","0","SILOCO-QAS\INFADMIN","Not Running"
"Protected","INTELLIVIEW-MN","IntelliView-MN","","","10.128.0.98","00-50-56-B0-45-07","5-AQT MPT SCB","Microsoft Windows 7 Professional, Service Pack 1","BASA HN SERVERS PRD","Online","","2.0.1530","3/14/2019 3:07:46 AM","42324","0","0","0","0","0","0","INTELLIVIEW-MN\INFADMIN","Not Running"
"Protected","SVRCLEARINGMC","SVRClearingMC","","","150.150.60.103","C8-1F-66-17-0C-DD","5-AQT MPT SCB","Microsoft Windows 7 Professional, Service Pack 1","BASA HN SERVERS PRD","Online","","2.0.1530","11/26/2018 10:26:04 PM","85372","0","0","0","0","0","0","SVRCLEARINGMC\MASTERCARD","Not Running"
"Protected","SRV-EIBSNEW","SRV-EIBSNEW.ADBancat.hn","CN=SRV-EIBSNEW, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.60.10","00-50-56-9A-00-2A","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS PRD","Online","","2.0.1494","10/29/2018 9:38:04 PM","33250","0","0","0","0","0","0","SRV-EIBSNEW\INFADMIN","Not Running"
"Protected","HNDESREMMG_APP","HNDESREMMG_APP.ADBancat.hn","CN=HNDESREMMG_APP, OU=Desarrollo, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.6.24","00-50-56-B0-CE-75","5-AQT MPT SCB + Optics","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS DEV","Online","","2.0.1530","3/3/2019 3:44:04 AM","31857","0","0","1","0","0","7","ADBANCAT\IOSORIO,HNDESREMMG_APP\INFADMIN","Not Running"
"Protected","WIN-24QNLT0IRH7","WIN-24QNLT0IRH7.ADBancat.hn","CN=WIN-24QNLT0IRH7, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.60.149","00-50-56-A8-64-52","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS PRD","Online","","2.0.1494","3/17/2019 4:34:02 AM","49549","0","0","1","0","0","0","WIN-24QNLT0IRH7\INFADMIN","Not Running"
"Protected","SVR-AGBANCA2","","","","","","5-AQT MPT SCB","","Agent Update 1530, BASA HN SERVERS QAS","Offline","","","3/29/2019 6:39:21 PM","0","0","0","0","0","0","0","","Not Running"
"Protected","OCBPRDRBAPP4","OCBPRDRBAPP4","","","150.150.70.109","00-50-56-B0-A4-31","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","3/19/2019 3:29:39 AM","26518","0","0","0","0","0","0","OCBPRDRBAPP4\OCBADM","Not Running"
"Protected","HNPRDCUMPLISENT","HNPRDCUMPLISENTINEL_APP.ADBancat.hn","","","10.128.0.81","00-50-56-A8-79-69","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","3/14/2019 2:18:15 AM","65454","2","0","0","0","0","0","HNPRDCUMPLISENT\INFADMIN","Not Running"
"Protected","VSRV-IPMON-W12","vsrv-ipmon-w12","","","150.150.60.24","00-50-56-A8-E7-D8","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","11/26/2018 10:29:12 PM","31774","0","0","1","0","0","0","VSRV-IPMON-W12\INFADMIN","Not Running"
"Protected","HNDESCTRLMEMS_A","HNDESCTRLMEMS_APP.ADBancat.hn","","","150.150.6.52","00-50-56-B0-47-C1","5-AQT MPT SCB + Optics","Microsoft Windows Server 2016 Standard","BASA HN SERVERS DEV","Online","","2.0.1530","6/14/2019 4:55:53 PM","49557","0","0","0","0","0","0","HNDESCTRLMEMS_A\INFADMIN","Not Running"
"Protected","VSRV-APPINTDES","VSRV-APPINTDES","","","150.150.6.46","00-50-56-B0-F2-3A","5-AQT MPT SCB + Optics","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS DEV","Online","","2.0.1530","3/3/2019 4:16:39 AM","51248","0","0","1","0","0","0","VSRV-APPINT\INFADMIN","Not Running"
"Protected","SC-BO-DEV","SC-BO-DEV","","","150.150.6.116","00-50-56-B0-45-ED","5-AQT MPT SCB + Optics","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS DEV","Online","","2.0.1530","3/3/2019 3:07:17 AM","25922","0","0","0","0","0","0","SC-BO-DEV\INFADMIN,SC-BO-DEV\SMARTCHECK","Not Running"
"Protected","INTERMEDIATECA","IntermediateCA.ADBancat.hn","CN=INTERMEDIATECA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","10.128.0.131","00-50-56-A8-D4-7A","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","1/28/2019 7:01:59 PM","39198","4","0","0","0","0","0","ADBANCAT\DGRIVERA,ADBANCAT\MARAMIREZ,INTERMEDIATECA\INFADMIN","Not Running"
"Protected","OCBPRDDB","OCBPRDDB","","","10.128.254.46","00-50-56-B0-41-B1","5-AQT MPT SCB + Optics","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS QAS","Online","","2.0.1530","11/16/2018 5:47:51 PM","31955","0","0","0","0","0","5","OCBPRDDB\OCBADM","Not Running"
"Protected","SRVQFLOWREPORTE","SRVQFLOWREPORTES.ADBancat.hn","","","10.128.0.141","00-50-56-A8-34-C2","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","1/28/2019 6:20:20 PM","63705","2","0","0","0","0","0","SRVQFLOWREPORTE\INFADMIN","Not Running"
"Protected","SRVAPPINTER-3","SRVAPPINTER-3","","","10.128.0.97","00-50-56-A8-96-15","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","3/14/2019 2:16:55 AM","40381","0","0","1","0","0","0","SRVAPPINTER-3\INFADMIN","Not Running"
"Protected","DBHIST-01","DBHIST-01","","","10.128.0.95","00-50-56-B0-68-3F","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.3 (Maipo)","BASA HN SERVERS PRD","Online","","2.0.1530","3/27/2019 11:44:19 PM","14114","0","0","0","0","0","1003","","Not Running"
"Protected","dmtrainhn","dmtrainhn","","","150.150.70.180","00-50-56-B0-06-27","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","BASA HN SERVERS SAP","Online","","2.0.1530","3/18/2019 11:32:21 PM","53414","0","0","0","0","0","0","(UNKNOWN),ROOT","Not Running"
"Protected","suseisptsm","suseisptsm","","","150.150.70.248","00-50-56-B0-02-5E","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP1","BASA HN SERVERS SAP","Online","","2.0.1530","3/27/2019 12:59:37 AM","137184","0","0","0","0","0","0","ROOT","Not Running"
"Protected","HNQASPOCRAPP2","HNQASPOCRAPP2.ADBancat.hn","CN=HNQASPOCRAPP2, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.70.81","00-50-56-B0-B6-EF","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","6/4/2019 4:42:53 PM","48498","2","0","0","0","0","0","HNQASPOCRAPP2\CQHADM,HNQASPOCRAPP2\SAPINSTALL,ADBANCAT\GLOPEZM","Not Running"
"Protected","srvmoodleinfatlan","srvmoodleinfatlan","","","10.128.0.108","00-50-56-A8-AD-B3","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.4 (Maipo)","BASA HN SERVERS PRD","Online","","2.0.1530","3/28/2019 12:00:35 AM","7221","0","0","0","0","0","837","INFADMIN,ROOT","Not Running"
"Protected","VSRVDESWASINFA","vsrvdeswasinfa.ADBancat.hn","CN=VSRVDESWASINFA, CN=Computers, DC=ADBancat, DC=hn","Domain Computers","150.150.60.66","00-50-56-9A-00-63","5-AQT MPT SCB + Optics","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS DEV, BASA HN SERVERS PRD","Offline","6/4/2019 4:33:24 AM","2.0.1530","10/25/2018 2:17:05 AM","32829","0","0","0","0","0","0","VSRVDESWASINFA\INFADMIN","Not Running"
"Protected","TSMPRXYV6BASA7","tsmprxyv6basa7","","","192.168.145.79","00-50-56-A8-48-A0","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","3/14/2019 12:25:53 AM","33565","0","0","0","0","0","0","TSMPRXYV6BASA7\INFADMIN","Not Running"
"Protected","sapdmpesbx","sapdmpesbx","","","150.150.70.148","00-50-56-B0-7F-BB","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","BASA HN SERVERS SAP","Online","","2.0.1530","3/18/2019 9:15:48 PM","70998","0","0","0","0","0","0","(UNKNOWN)","Not Running"
"Protected","VSRVPIDEV","VSRVPIDEV.ADBancat.hn","CN=VSRVPIDEV, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.70.52","00-50-56-B0-6C-A2","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","3/4/2019 10:25:26 PM","31668","2","0","1","0","0","0","VSRVPIDEV\SAP","Not Running"
"Protected","DSDEVBZ","dsdevbz","","","150.150.70.194","00-50-56-B0-84-E0","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","3/4/2019 3:26:57 PM","46779","0","0","0","0","0","0","DSDEVBZ\SAP","Not Running"
"Protected","DISCLOSUREMANAG","DisclosureManagementDB","","","150.150.70.170","00-50-56-A8-E7-E2","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","3/17/2019 5:00:06 AM","67625","0","0","0","0","0","0","DISCLOSUREMANAG\INFADMIN","Not Running"
"Protected","MONALERTASD","MonAlertasD.ADBancat.hn","CN=MONALERTASD, OU=Desarrollo, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.6.120","00-50-56-B0-69-FD","5-AQT MPT SCB + Optics","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS DEV","Online","","2.0.1530","11/26/2018 10:36:08 PM","33047","2","0","1","0","0","0","MONALERTASD\INFADMIN","Not Running"
"Protected","TSMPRXYVMNTR76","tsmprxyvmntr76","","","10.128.0.250","00-50-56-A8-96-95","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","3/14/2019 1:18:39 AM","35290","0","0","0","0","0","3","TSMPRXYVMNTR76\INFADMIN","Not Running"
"Protected","DIDODBPRD2012","DIDODBPRD2012","","","150.150.60.99","00-50-56-B0-D9-49","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","11/26/2018 10:26:16 PM","41976","0","0","1","0","0","10","DIDODBPRD2012\OPERADOR","Not Running"
"Protected","DEVSISTEMANOTIF","DevSistemaNotificaciones364","","","150.150.6.71","00-50-56-B0-72-B9","5-AQT MPT SCB + Optics","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS DEV","Online","","2.0.1530","3/3/2019 4:32:16 AM","28998","0","0","1","0","0","3","DEVSISTEMANOTIF\INFADMIN","Not Running"
"Protected","NICPELPRTDEV","NICPELPRTDEV","","","150.150.70.187","00-50-56-B0-3D-8F","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA ES SERVERS, BASA HN SERVERS SAP","Online","","2.0.1530","11/15/2018 3:11:13 PM","40932","0","0","0","0","0","0","NICPELPRTDEV\INFADMIN,NICPELPRTDEV\NICPELADM","Not Running"
"Protected","VSRVTRNRSQLHIST","VSRVTRNRSQLHIST","","","150.150.60.107","00-50-56-B0-52-EC","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS PRD","Offline","6/19/2019 3:05:59 AM","2.0.1530","10/26/2018 7:31:26 AM","34168","0","0","1","0","0","0","VSRVTRNRSQLHIST\INFADMIN","Not Running"
"Protected","BDT-BACKEND","BdT-BackEnd","","","10.128.0.24","00-50-56-9A-29-4E","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","2/27/2019 4:09:38 AM","32141","0","0","0","0","0","0","BDT-BACKEND\INFADMIN","Not Running"
"Protected","SRV-TSATM-CONT","SRV-TSATM-CONT","","","10.96.30.102, 150.150.60.71","00-1E-4F-2F-B7-27,00-1E-4F-2F-B7-2B","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Enterprise, Service Pack 2","BASA HN SERVERS PRD","Online","","2.0.1494","11/26/2018 9:49:46 PM","24589","0","0","1","0","0","0","SRV-TSATM-CONT\OPERADOR","Not Running"
"Protected","ECMQARCHIVE","ecmqarchive","","","150.150.70.139","00-50-56-B0-6C-CC","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","2/21/2019 2:35:56 AM","31174","0","0","1","0","0","0","ECMQARCHIVE\SAP","Not Running"
"Protected","srvportalqas","srvportalqas","","","150.150.70.102","00-50-56-B0-ED-8A","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP1","BASA HN SERVERS SAP","Online","","2.0.1530","3/18/2019 3:48:30 AM","145192","0","0","0","0","0","0","(UNKNOWN)","Not Running"
"Protected","HNDEVOCBDB","HNDEVOCBDB.ADBancat.hn","CN=HNDEVOCBDB, OU=Desarrollo, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.6.47","00-50-56-B0-24-78","5-AQT MPT SCB + Optics","Microsoft Windows Server 2016 Standard","BASA HN SERVERS DEV","Online","","2.0.1530","2/13/2019 4:14:57 PM","59823","2","0","0","0","0","0","HNDEVOCBDB\OCBSP05,HNDEVOCBDB\INFADMIN","Not Running"
"Protected","Market","Market","","","10.128.254.37","00-50-56-A8-80-AE","5-AQT MPT SCB + Optics","Red Hat Enterprise Linux Server release 7.5 (Maipo)","BASA HN SERVERS DEV, BASA HN SERVERS QAS","Online","","2.0.1530","3/12/2019 10:47:35 PM","8571","0","0","0","0","0","0","ROOT","Not Running"
"Protected","HNDESBEOCB_APP2","HNDESBEOCB_APP2.ADBancat.hn","CN=HNDESBEOCB_APP2, OU=Desarrollo, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.6.67","00-50-56-B0-5C-89","5-AQT MPT SCB + Optics","Microsoft Windows Server 2016 Standard","BASA HN SERVERS DEV","Online","","2.0.1530","6/3/2019 5:01:53 PM","52247","2","0","0","0","0","0","HNDESBEOCB_APP2\INFADMIN","Not Running"
"Protected","VSRV-SQLQAS","VSRV-SQLQAS","","","10.128.254.30","00-50-56-B0-92-C4","5-AQT MPT SCB + Optics","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS QAS","Online","","2.0.1530","11/26/2018 10:17:48 PM","30301","0","0","1","0","0","0","VSRV-SQLQAS\INFADMIN","Not Running"
"Protected","VSRVEDPCARD","VSRVEDPCARD","","","150.150.60.101","00-50-56-9A-00-8B","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Enterprise, Service Pack 2","BASA HN SERVERS PRD","Online","","2.0.1530","5/6/2019 11:42:11 AM","36373","0","0","0","0","0","0","VSRVEDPCARD\EDPADMIN,VSRVEDPCARD\INFADMIN","Not Running"
"Protected","LibroquejasBackOffice","LibroquejasBackOffice","","","10.128.0.161","00-50-56-A8-F6-CF","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.6 (Maipo)","BASA HN SERVERS PRD","Online","","2.0.1530","3/25/2019 8:16:31 PM","5838","0","0","0","0","0","379","ROOT","Not Running"
