"Unsafe/Protected","Name","DNS Name","Distinguished Name","Member of","State","Policy","OS Version","Offline Date","Agent Version","Zones","Added","Files Analyzed","Script Control","Unsafe","Quarantined","Waived","Abnormal","Exploit Attempts","IP Addresses","MAC Addresses","Last Reported Users","Background Detection"
"Protected","HNPRDABAPRTG_AP","HNPRDABAPRTG_APP.ADBancat.hn","","","Online","Default","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS QAS","6/27/2019 9:58:09 PM","36308","0","0","0","0","0","0","10.128.2.73","00-50-56-A8-29-61","HNPRDABAPRTG_AP\INFADMIN,ADBANCAT\SVC_SQL_SENSOR","Not Running"
"Protected","HNPRDABAREPLICA","HNPRDABAREPLICATION_DB.ADBancat.hn","","","Online","Default","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS QAS","6/27/2019 10:09:32 PM","59798","0","0","0","0","0","0","10.128.2.72","00-50-56-A8-AB-70","ADBANCAT\SVC_SQL_SENSOR,HNPRDABAREPLICA\INFADMIN","Not Running"
"Protected","HNQASBCAEMP_APP","HNQASBCAEMP_APP","","","Online","Default","Microsoft(R) Windows(R) Server 2003, Enterprise Edition, Service Pack 2","","2.0.1530","BASA HN SERVERS QAS","6/28/2019 2:15:18 PM","18593","0","0","1","0","0","0","10.128.254.59","00-50-56-A8-C3-2D","HNQASBCAEMP_APP\INFADMIN","Not Running"
"Protected","HNPRDTGRAPP","HNPRDTGRAPP.ADBancat.hn","CN=HNPRDTGRAPP, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Offline","Default","Microsoft Windows Server 2016 Standard","7/8/2019 4:33:22 PM","2.0.1530","BASA HN SERVERS PRD","6/28/2019 4:07:02 PM","77233","0","0","0","0","0","0","10.128.0.75","00-50-56-A8-55-E7","HNPRDTGRAPP\INFADMIN","Not Running"
"Protected","HNPRDSCCM_APP","HNPRDSCCM_APP.ADBancat.hn","CN=HNPRDSCCM_APP, CN=Computers, DC=ADBancat, DC=hn","Domain Computers","Offline","Default","Microsoft Windows Server 2019 Datacenter","7/2/2019 8:54:11 PM","2.0.1530","BASA HN SERVERS PRD","7/2/2019 5:11:02 PM","30994","0","0","0","0","0","0","10.128.0.175","00-50-56-A8-10-54","HNPRDSCCM_APP\INFADMIN","Not Running"
"Unsafe","A13SRVRHPL","a13srvrhpl.ADBancat.hn","CN=A13SRVRHPL, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","Online","Default","Microsoft(R) Windows(R) Server 2003, Enterprise Edition, Service Pack 2","","2.0.1510","BASA HN SERVERS PRD","7/2/2019 7:45:55 PM","16965","0","3","0","0","0","0","10.128.0.66","00-50-56-B0-3D-6E","ADBANCAT\BANCAT","Not Running"
"Protected","TEMPLATE","Template","","","Offline","Default","Microsoft Windows Server 2019 Datacenter","7/2/2019 8:47:04 PM","2.0.1530","BASA HN SERVERS PRD","7/2/2019 8:33:03 PM","0","0","0","0","0","0","0","10.128.0.175","00-50-56-A8-23-33","","Not Running"
"Protected","HN_DES_DATAQUAL","HN_DES_DATAQUALITY_APP","","","Online","Default","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS DEV","7/2/2019 9:26:13 PM","59076","0","0","0","0","0","0","150.150.6.171","00-50-56-B0-40-F0","HN_DES_DATAQUAL\INFADMIN,HN_DES_DATAQUAL\CORE","Not Running"
"Protected","HN_DES_POWERCEN","HN_DES_POWERCENTER_APP","","","Online","Default","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS DEV","7/2/2019 9:33:41 PM","64347","0","0","0","0","0","0","150.150.6.172","00-50-56-B0-73-4E","HN_DES_POWERCEN\INFADMIN,HN_DES_POWERCEN\CORE","Not Running"
"Protected","HNPRDSCCM_APP","HNPRDSCCM_APP.ADBancat.hn","CN=HNPRDSCCM_APP, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Offline","Default","Microsoft Windows Server 2019 Datacenter","7/5/2019 11:14:51 PM","2.0.1530","BASA HN SERVERS PRD","7/2/2019 9:43:23 PM","34799","0","0","0","0","0","0","10.128.0.175","00-50-56-A8-61-C8","HNPRDSCCM_APP\INFADMIN,ADBANCAT\LMIRON.ADMIN","Not Running"
"Protected","HNPRDSCCM_DB","HNPRDSCCM_DB.ADBancat.hn","CN=HNPRDSCCM_DB, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Offline","Default","Microsoft Windows Server 2019 Datacenter","7/8/2019 3:19:21 PM","2.0.1530","BASA HN SERVERS PRD","7/2/2019 10:06:32 PM","33592","0","0","0","0","0","0","10.128.0.176","00-50-56-A8-DB-FF","ADBANCAT\KQUINN,HNPRDSCCM_DB\INFADMIN,ADBANCAT\LMIRON","Not Running"
"Protected","HNQASMGR_APP","HNQASMGR_APP.ADBancat.hn","CN=HNQASMGR_APP, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","Default","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS QAS","7/3/2019 5:33:24 PM","31850","0","0","1","0","0","0","10.128.254.70","00-50-56-B0-F5-36","HNQASMGR_APP\INFADMIN","Not Running"
"Protected","IASRVSISBIOMETR","IASRVSISBIOMETR.ADBancat.hn","CN=IASRVSISBIOMETR, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","Online","Default","Microsoft(R) Windows(R) Server 2003, Standard Edition, Service Pack 2","","2.0.1530","BASA HN SERVERS PRD","7/5/2019 4:03:34 AM","13858","0","0","1","0","0","0","150.150.60.112","00-50-56-B0-22-AD","ADBANCAT\CPUERTO","Not Running"
"Protected","TEMPLATE","Template","","","Online","Default","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","7/8/2019 4:32:12 PM","46422","0","0","0","0","0","0","10.128.0.175","00-50-56-A8-6E-F5","TEMPLATE\INFADMIN","Not Running"
"Protected","sapfiorilxpr","sapfiorilxpr","","","Online","Troubleshooting","SUSE Linux Enterprise Server 15","","2.0.1530","BASA HN SERVERS SAP","3/28/2019 3:18:31 AM","14299","0","0","0","0","0","17","150.150.70.95","00-50-56-B0-A7-A9","ROOT","Not Running"
"Protected","sapcrmpro","sapcrmpro","","","Offline","5-AQT MPT SCB","SUSE Linux Enterprise Server 15","6/28/2019 2:09:04 AM","2.0.1530","BASA HN SERVERS SAP","3/28/2019 3:39:33 AM","197337","0","0","0","0","0","0","150.150.70.143","00-50-56-A8-E7-AE","ROOT","Not Running"
"Protected","saptrxlnxprd","saptrxlnxprd","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","","2.0.1530","BASA HN SERVERS SAP","3/28/2019 3:49:01 AM","106471","0","0","0","0","0","0","150.150.70.117","00-50-56-B0-D8-45","","Not Running"
"Protected","MAGICINFO","MagicInfo","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","","2.0.1530","BASA HN SERVERS PRD","4/10/2019 11:14:32 PM","28917","0","0","0","0","0","0","192.168.107.27","00-50-56-B0-F8-88","MAGICINFO\BEANARIO","Not Running"
"Protected","VSRVTRNSVRSQL","VSRVTRNSVRSQL","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1530","BASA HN SERVERS PRD","4/4/2019 4:27:01 AM","35893","0","0","1","0","0","0","150.150.60.218","00-50-56-A8-20-7A","VSRVTRNSVRSQL\INFADMIN","Not Running"
"Protected","NEWPOS","NEWPOS","","","Online","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Standard, Service Pack 2","","2.0.1510","BASA HN SERVERS PRD","4/4/2019 4:34:40 AM","39816","0","0","2","0","0","0","150.150.60.232","00-19-B9-B8-DC-94","NEWPOS\OPERADOR","Not Running"
"Protected","erpprcQjrtst","erpprcQjrtst","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","","2.0.1530","BASA HN SERVERS SAP","4/4/2019 5:11:32 PM","87456","0","0","0","0","0","0","150.150.70.165","00-50-56-B0-98-FF","ROOT,(UNKNOWN)","Not Running"
"Protected","erpprcDjrtst","erpprcDjrtst","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","","2.0.1530","BASA HN SERVERS SAP","4/4/2019 6:05:55 PM","70028","0","0","0","0","0","0","150.150.70.166","00-50-56-B0-A8-86","ROOT,(UNKNOWN)","Not Running"
"Protected","asecockpittst","asecockpittst","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","","2.0.1530","BASA HN SERVERS SAP","4/4/2019 6:55:27 PM","113598","0","0","0","0","0","0","150.150.70.167","00-50-56-B0-79-B7","ROOT,(UNKNOWN)","Not Running"
"Protected","localhost.localdomain","localhost.localdomain","","","Offline","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.1 (Maipo)","4/11/2019 9:46:39 PM","2.0.1530","BASA HN SERVERS PRD","3/27/2019 11:51:21 PM","10130","0","0","1","0","0","6","150.150.60.108","00-50-56-A8-76-BC","","Not Running"
"Protected","srvmoodleinfatlan","srvmoodleinfatlan","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.4 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","3/28/2019 12:00:35 AM","7221","0","0","0","0","0","837","10.128.0.108","00-50-56-A8-AD-B3","INFADMIN,ROOT","Not Running"
"Protected","edu.bancatlan.hn","edu.bancatlan.hn","","","Online","5-AQT MPT SCB","CentOS release 6.6 (Final)","","2.0.1530","BASA HN SERVERS PRD","3/28/2019 12:56:10 AM","12113","0","0","0","0","0","506","192.168.223.4","00-50-56-A8-EC-58","","Not Running"
"Protected","finsvcsprd","finsvcsprd","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP1","","2.0.1530","BASA HN SERVERS SAP","3/28/2019 2:07:39 AM","83846","0","0","0","0","0","0","150.150.70.63","00-50-56-B0-2A-E9","ROOT","Not Running"
"Protected","saphanabckprd","saphanabckprd","","","Offline","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","7/3/2019 12:23:30 PM","2.0.1530","BASA HN SERVERS SAP","3/28/2019 2:15:42 AM","104884","0","0","0","0","0","0","150.150.70.182","00-50-56-A8-1A-F1","ROOT","Not Running"
"Protected","slomanlnxprd","slomanlnxprd","","","Offline","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","4/8/2019 8:14:19 PM","2.0.1530","BASA HN SERVERS SAP","3/28/2019 2:43:44 AM","141356","0","0","0","0","3","0","150.150.70.135","00-50-56-A8-18-9C","(UNKNOWN),ROOT","Not Running"
"Protected","sjtreg01-app.bancatlan.hn","sjtreg01-app.bancatlan.hn","","","Offline","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 6.7 (Santiago)","5/2/2019 10:51:11 PM","2.0.1530","BASA HN SERVERS PRD, PRUEBA","3/7/2019 9:35:57 PM","14204","0","0","0","0","0","0","150.150.60.224","00-50-56-9A-6C-85","ROOT","Not Running"
"Protected","SRV-VTS","SRV-VTS","","","Offline","5-AQT MPT SCB","Microsoft Windows 7 Professional, Service Pack 1","3/25/2019 2:34:43 PM","2.0.1510","Agent Update 1530, BASA HN SERVERS PRD","3/8/2019 8:47:24 PM","34421","0","0","0","0","0","0","150.150.60.222","F8-BC-12-5B-35-AB","SRV-VTS\ADMINISTRADOR","Not Running"
"Protected","REQUERIMIENTODE","RequerimientodeSistemasDB.ADBancat.hn","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","3/9/2019 5:05:08 PM","71685","0","0","0","0","0","0","10.128.0.135","00-50-56-A8-A9-0A","REQUERIMIENTODE\INFADMIN","Not Running"
"Protected","CRM-DB","CRM-DB.ADBancat.hn","CN=CRM-DB, CN=Computers, DC=ADBancat, DC=hn","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","3/11/2019 9:48:34 PM","2.0.1510","BASA HN SERVERS PRD","3/11/2019 8:07:05 PM","17211","0","0","0","0","0","0","10.128.0.170","00-50-56-A8-B7-84","CRM-DB\INFADMIN","Not Running"
"Protected","intelliview","intelliview","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.1 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","3/28/2019 10:08:54 PM","9533","0","0","0","0","0","834","10.128.0.60","00-50-56-B0-45-45","INFADMIN","Not Running"
"Protected","moodle","moodle","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.1 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","3/28/2019 10:14:10 PM","7852","0","0","0","0","0","757","10.128.0.150","00-50-56-B0-03-91","INFATLAN","Not Running"
"Protected","ConveniosDB","ConveniosDB","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.4 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","3/28/2019 10:19:56 PM","6189","0","0","0","0","0","35","10.128.0.164","00-50-56-A8-B7-F8","ROOT","Not Running"
"Protected","BACKOFFICE","BACKOFFICE","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.3 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","3/29/2019 4:28:29 PM","15665","0","0","0","0","0","474","10.128.0.83","00-50-56-B0-46-67","ROOT","Not Running"
"Protected","OCBPRDWEB1","","","","Offline","5-AQT MPT SCB","","","","Agent Update 1530, BASA HN SERVERS PRD","3/29/2019 6:39:04 PM","0","0","0","0","0","0","0","","","","Not Running"
"Protected","VSRV-ABATTAPPP","VSRV-ABATTAPPP.ADBancat.hn","CN=VSRV-ABATTAPPP, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/29/2019 6:39:03 PM","33839","0","0","0","0","0","15","192.168.109.31","00-50-56-B0-B4-C7","VSRV-ABATTAPPP\ADMINISTRATOR,ADBANCAT\CCALDERON,ADBANCAT\IRODRIGUEZ,ADBANCAT\EARGARCIA,ADBANCAT\KJGARCIA,ADBANCAT\LMURILLO.ADMIN","Not Running"
"Protected","beanarioconvenios.localdomain","beanarioconvenios.localdomain","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.6 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","3/29/2019 6:39:11 PM","9148","0","0","0","0","0","203","192.168.109.93","00-50-56-A8-71-39","ROOT","Not Running"
"Protected","SVR-AGBANC-SAP","","","","Offline","5-AQT MPT SCB","","","","Agent Update 1530, BASA HN SERVERS QAS","3/29/2019 6:39:11 PM","0","0","0","0","0","0","0","","","","Not Running"
"Protected","SVR-AGBANCA2","","","","Offline","5-AQT MPT SCB","","","","Agent Update 1530, BASA HN SERVERS QAS","3/29/2019 6:39:21 PM","0","0","0","0","0","0","0","","","","Not Running"
"Protected","VSRV-ABATTAPPD","","","","Offline","5-AQT MPT SCB","","","","Agent Update 1530, BASA HN SERVERS QAS","3/29/2019 6:39:44 PM","0","0","0","0","0","0","0","","","","Not Running"
"Protected","OCBPROXYQAS","","","","Offline","5-AQT MPT SCB","","","","Agent Update 1530, BASA HN SERVERS QAS","3/29/2019 6:39:47 PM","0","0","0","0","0","0","0","","","","Not Running"
"Protected","OCBPRDWEB3","","","","Offline","5-AQT MPT SCB","","","","Agent Update 1530, BASA HN SERVERS PRD","3/29/2019 6:40:10 PM","0","0","0","0","0","0","0","","","","Not Running"
"Protected","OCBPRDWEB1","","","","Offline","5-AQT MPT SCB","","","","Agent Update 1530, BASA HN SERVERS PRD","3/29/2019 6:40:20 PM","0","0","0","0","0","0","0","","","","Not Running"
"Protected","OCBPRDWEB2","","","","Offline","5-AQT MPT SCB","","","","Agent Update 1530, BASA HN SERVERS PRD","3/29/2019 6:40:30 PM","0","0","0","0","0","0","0","","","","Not Running"
"Protected","sapreplication","sapreplication","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","","2.0.1530","BASA HN SERVERS SAP","3/29/2019 9:46:20 PM","11261","0","0","0","0","0","0","150.150.70.136","00-50-56-B0-15-2F","","Not Running"
"Protected","contactoatlantida.adbancat.hn","contactoatlantida.adbancat.hn","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.2 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","3/29/2019 10:13:12 PM","12764","0","0","0","0","0","58","10.128.0.47","00-50-56-A8-06-0B","ROOT,(UNKNOWN)","Not Running"
"Protected","Huacas","Huacas","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.4 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","3/26/2019 4:42:03 PM","8432","0","0","0","0","0","578","10.128.0.157","00-50-56-A8-8A-4F","ROOT,BEANARIO","Not Running"
"Protected","Incidentes","Incidentes","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.5 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","3/26/2019 4:47:10 PM","31731","0","0","1","0","0","1720595","10.128.0.158, 172.17.0.1","00-50-56-A8-6A-79,02-42-30-D5-2B-89","ROOT","Not Running"
"Protected","BALANCE","BALANCE","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.1 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","3/26/2019 4:55:37 PM","10059","0","0","0","0","0","55","150.150.60.201","00-50-56-B0-1A-F4","","Not Running"
"Protected","FTPSER","FTPSER","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.1 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","3/26/2019 5:52:32 PM","12804","0","0","0","0","0","935","10.128.0.85","00-50-56-B0-A3-F2","(UNKNOWN),ROOT","Not Running"
"Protected","APISER","APISER","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.1 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","3/26/2019 5:56:12 PM","12807","0","0","0","0","0","907","192.168.109.33","00-50-56-B0-AF-89","ROOT","Not Running"
"Protected","watsondb","watsondb","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.1 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","3/26/2019 6:00:44 PM","10405","0","0","0","0","0","992","10.128.0.84","00-50-56-B0-9F-8F","ROOT","Not Running"
"Protected","suseisptsm","suseisptsm","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP1","","2.0.1530","BASA HN SERVERS SAP","3/27/2019 12:59:37 AM","137184","0","0","0","0","0","0","150.150.70.248","00-50-56-B0-02-5E","ROOT","Not Running"
"Protected","saphanadevqas","saphanadevqas","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP1","","2.0.1530","BASA HN SERVERS SAP","3/27/2019 2:47:25 AM","31709","0","0","4","0","0","0","150.150.70.125","24-6E-96-33-11-4A","(UNKNOWN),ROOT","Not Running"
"Protected","SAPBODEV","SAPBODEV","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","","2.0.1530","BASA HN SERVERS SAP","3/27/2019 8:21:03 PM","132612","0","0","0","0","0","0","150.150.70.129","18-66-DA-ED-A5-BC","(UNKNOWN),ROOT","Not Running"
"Protected","SAPBOQAS","SAPBOQAS","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","","2.0.1530","BASA HN SERVERS SAP","3/27/2019 11:24:03 PM","149242","0","0","1","0","0","0","150.150.70.128","18-66-DA-ED-A5-C4","ROOT","Not Running"
"Protected","SAPBOPRD","SAPBOPRD","","","Offline","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","7/2/2019 3:13:54 PM","2.0.1530","BASA HN SERVERS SAP","3/27/2019 11:38:38 PM","139042","0","0","0","0","0","0","150.150.70.127","18-66-DA-ED-AA-1C","(UNKNOWN)","Not Running"
"Protected","DBHIST-01","DBHIST-01","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.3 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","3/27/2019 11:44:19 PM","14114","0","0","0","0","0","1003","10.128.0.95","00-50-56-B0-68-3F","","Not Running"
"Protected","HNPRDWTSCXN","HNPRDWTSCXN.ADBancat.hn","CN=HNPRDWTSCXN, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS SAP","3/13/2019 2:25:18 AM","29926","0","0","1","0","0","0","150.150.70.93","00-50-56-B0-A9-D3","HNPRDWTSCXN\SAPWTS,HNPRDWTSCXN\SAPWTS1","Not Running"
"Protected","SSO-DB2-PRD","SSO-DB2-PRD.ADBancat.hn","CN=SSO-DB2-PRD, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Enterprise, Service Pack 1","","2.0.1510","BASA HN SERVERS PRD","3/13/2019 3:02:45 AM","34774","0","0","0","0","0","0","10.128.0.17, 10.128.0.19, 10.128.0.20, 192.168.157.5","00-50-56-9A-2B-42,00-50-56-9A-7E-25","SSO-DB2-PRD\INFADMIN","Not Running"
"Protected","SSO-DB2-CON","SSO-DB2-CON.ADBancat.hn","CN=SSO-DB2-CON, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Enterprise, Service Pack 1","","2.0.1510","BASA HN SERVERS PRD","3/13/2019 3:14:24 AM","35075","0","0","0","0","0","0","10.128.0.18, 192.168.157.6","00-50-56-9A-17-C8,00-50-56-9A-2F-1D","SSO-DB2-CON\INFADMIN","Not Running"
"Protected","SRV-IMGSOPATMK","SRV-IMGSOPATMK.ADBancat.hn","CN=SRV-IMGSOPATMK, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/13/2019 3:25:58 AM","33057","0","0","0","0","0","0","10.128.0.100","00-50-56-A8-99-37","SRV-IMGSOPATMK\INFADMIN","Not Running"
"Protected","HNPRDDOCUCEIBA_","HNPRDDOCUCEIBA_APP.ADBancat.hn","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/13/2019 3:36:15 AM","29658","0","0","0","0","0","0","10.128.0.115","00-50-56-B0-1F-FC","ADBANCAT\DARIVERA,HNPRDDOCUCEIBA_\INFADMIN","Not Running"
"Protected","EPOV59BD","ePOv59BD.ADBancat.hn","CN=EPOV59BD, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","3/13/2019 3:44:41 AM","50446","0","0","1","0","0","0","10.128.0.117","00-50-56-A8-D5-49","EPOV59BD\INFADMIN","Not Running"
"Protected","LANSWEEPERDB","LANSWEEPERDB","","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","4/12/2019 9:19:21 PM","2.0.1510","BASA HN SERVERS PRD","3/13/2019 3:51:17 AM","43875","0","0","0","0","0","0","10.128.0.118","00-50-56-A8-22-B8","LANSWEEPERDB\INFADMIN","Not Running"
"Protected","REQUERIMIENTODE","RequerimientodeSistemasAPP.ADBancat.hn","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","3/13/2019 3:58:08 AM","59218","0","0","1","0","0","0","10.128.0.134","00-50-56-A8-8B-A1","REQUERIMIENTODE\INFADMIN","Not Running"
"Protected","NTAFLOWCOLLECTO","NTAFlowCollector","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","3/13/2019 4:16:44 AM","62987","0","0","0","0","0","0","10.128.0.137","00-50-56-A8-31-47","NTAFLOWCOLLECTO\INFADMIN","Not Running"
"Protected","SW-DPA","SW-DPA","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","3/13/2019 4:28:36 AM","55270","0","0","0","0","0","0","10.128.0.142","00-50-56-A8-50-67","SW-DPA\INFADMIN","Not Running"
"Protected","HNPRDCUMPLIDASH","HNPRDCUMPLIDASH_APP.ADBancat.hn","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","3/13/2019 4:37:50 AM","50933","0","0","0","0","0","0","10.128.0.143","00-50-56-A8-CA-24","HNPRDCUMPLIDASH\INFADMIN","Not Running"
"Protected","TSMPRXYV6BASA1","tsmprxyv6basa1","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/14/2019 12:20:36 AM","39533","0","0","1","0","0","0","192.168.145.74","00-50-56-A8-53-EF","TSMPRXYV6BASA1\ADMINISTRATOR","Not Running"
"Protected","TSMPRXYV6BASA2","tsmprxyv6basa2","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/14/2019 12:22:51 AM","32348","0","0","0","0","0","0","192.168.145.75","00-50-56-A8-41-95","TSMPRXYV6BASA2\ADMINISTRATOR","Not Running"
"Protected","TSMPRXYV6BASA3","tsmprxyv6basa3","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/14/2019 12:23:32 AM","33782","0","0","0","0","0","0","192.168.145.76","00-50-56-A8-27-D4","TSMPRXYV6BASA3\INFADMIN,TSMPRXYV6BASA3\ADMINISTRATOR","Not Running"
"Protected","TSMPRXYV6BASA5","tsmprxyv6basa5","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/14/2019 12:24:10 AM","30123","0","0","0","0","0","0","192.168.145.78","00-50-56-A8-CD-CE","TSMPRXYV6BASA5\ADMINISTRATOR","Not Running"
"Protected","TSMPRXYV6BASA6","tsmprxyv6basa6","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/14/2019 12:24:25 AM","39915","0","0","0","0","0","1","192.168.145.77","00-50-56-A8-FE-BC","TSMPRXYV6BASA6\ADMINISTRATOR","Not Running"
"Protected","TSMPRXYV6BASA7","tsmprxyv6basa7","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/14/2019 12:25:53 AM","33558","0","0","0","0","0","0","192.168.145.79","00-50-56-A8-48-A0","TSMPRXYV6BASA7\INFADMIN","Not Running"
"Protected","TSMPRXYV6BASA4","tsmprxyv6basa4","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/14/2019 12:50:29 AM","59732","0","0","0","0","0","26714","192.168.145.58","00-50-56-B0-94-15","TSMPRXYV6BASA4\ADMINISTRATOR","Not Running"
