"Unsafe/Protected","Name","DNS Name","Distinguished Name","Member of","IP Addresses","MAC Addresses","Agent Version","Policy","OS Version","State","Zones","Offline Date","Added","Files Analyzed","Script Control","Unsafe","Quarantined","Waived","Abnormal","Exploit Attempts","Last Reported Users","Background Detection"
"Protected","HNDESMOTOREMP_A","HNDESMOTOREMP_APP.ADBancat.hn","","","150.150.6.131","00-50-56-B0-17-5A","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS DEV","","8/13/2019 3:49:43 PM","51928","0","0","0","0","0","0","HNDESMOTOREMP_A\INFADMIN","Not Running"
"Protected","HNQASOCBRETAIL1","HNQASOCBRETAIL1.ADBancat.hn","CN=HNQASOCBRETAIL1, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.76","00-50-56-B0-31-21","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/13/2019 3:52:54 PM","57343","0","0","0","0","0","0","HNQASOCBRETAIL1\OCBSP05","Not Running"
"Protected","HNQASOCBRETAIL2","HNQASOCBRETAIL2.ADBancat.hn","CN=HNQASOCBRETAIL2, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.77","00-50-56-B0-AE-C9","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/13/2019 4:06:47 PM","57354","0","0","0","0","0","0","HNQASOCBRETAIL2\INFADMIN,HNQASOCBRETAIL2\OCBSP05","Not Running"
"Protected","HNQASOCBWEBEMP1","HNQASOCBWEBEMP1.ADBancat.hn","CN=HNQASOCBWEBEMP1, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.78","00-50-56-B0-0B-C9","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/13/2019 4:16:46 PM","57303","0","0","0","0","0","0","HNQASOCBWEBEMP1\INFADMIN","Not Running"
"Protected","HNQASOCBWEBEMP2","HNQASOCBWEBEMP2.ADBancat.hn","CN=HNQASOCBWEBEMP2, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.79","00-50-56-B0-A1-D0","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/13/2019 4:22:01 PM","57221","0","0","0","0","0","0","HNQASOCBWEBEMP2\INFADMIN","Not Running"
"Protected","HNQASOCBWEBRETA","HNQASOCBWEBRETAIL1.ADBancat.hn","","","10.128.254.80","00-50-56-B0-25-89","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/13/2019 4:28:21 PM","57334","0","0","0","0","0","0","HNQASOCBWEBRETA\INFADMIN","Not Running"
"Protected","HNQASOCBWEBRETA","HNQASOCBWEBRETAIL2.ADBancat.hn","","","10.128.254.83","00-50-56-B0-84-1A","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/13/2019 4:33:09 PM","57437","0","0","0","0","0","0","HNQASOCBWEBRETA\INFADMIN","Not Running"
"Protected","BZQASOCBEMP1","BZQASOCBEMP1.ADBancat.hn","CN=BZQASOCBEMP1, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.85","00-50-56-B0-CC-5C","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/13/2019 5:23:23 PM","57431","0","0","0","0","0","0","BZQASOCBEMP1\INFADMIN","Not Running"
"Protected","BZQASOCBEMP2","BZQASOCBEMP2.ADBancat.hn","CN=BZQASOCBEMP2, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.86","00-50-56-B0-C1-F7","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/13/2019 5:38:31 PM","57180","0","0","0","0","0","0","BZQASOCBEMP2\INFADMIN","Not Running"
"Protected","BZQASOCBRETAIL1","BZQASOCBRETAIL1.ADBancat.hn","CN=BZQASOCBRETAIL1, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.87","00-50-56-B0-DF-0E","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/13/2019 9:04:50 PM","57369","0","0","0","0","0","0","BZQASOCBRETAIL1\OCBSP05","Not Running"
"Protected","HNPRDWSUS","HNPRDWSUS.ADBancat.hn","CN=HNPRDWSUS, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.60.203","00-50-56-A8-E8-76","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS PRD","","8/13/2019 10:18:50 PM","47546","0","0","0","0","0","0","HNPRDWSUS\ADMINISTRATOR","Not Running"
"Protected","BZQASOCBRETAIL2","BZQASOCBRETAIL2.ADBancat.hn","CN=BZQASOCBRETAIL2, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.88","00-50-56-B0-63-C6","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/13/2019 10:23:12 PM","57430","0","0","0","0","0","0","BZQASOCBRETAIL2\INFADMIN,BZQASOCBRETAIL2\OCBSP05","Not Running"
"Protected","BZQASOCBWEBEMP1","BZQASOCBWEBEMP1.ADBancat.hn","CN=BZQASOCBWEBEMP1, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.89","00-50-56-B0-1F-84","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/14/2019 5:26:32 PM","57354","0","0","0","0","0","0","HNQASOCBWEBEMP1\INFADMIN","Not Running"
"Protected","BZQASOCBWEBEMP2","BZQASOCBWEBEMP2.ADBancat.hn","CN=BZQASOCBWEBEMP2, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.90","00-50-56-B0-D0-D5","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/14/2019 6:41:13 PM","57313","0","0","0","0","0","0","HNQASOCBWEBEMP2\INFADMIN","Not Running"
"Protected","BZQASOCBWEBRETA","BZQASOCBWEBRETAIL1.ADBancat.hn","","","10.128.254.91","00-50-56-B0-69-0D","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/14/2019 7:02:12 PM","57438","0","0","0","0","0","0","HNQASOCBWEBRETA\INFADMIN","Not Running"
"Protected","BZQASOCBWEBRETA","BZQASOCBWEBRETAIL2.ADBancat.hn","","","10.128.254.92","00-50-56-B0-E3-8F","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/14/2019 7:18:31 PM","57123","0","0","0","0","0","0","HNQASOCBWEBRETA\INFADMIN","Not Running"
"Protected","SVQASOCBEMP1","SVQASOCBEMP1.ADBancat.hn","CN=SVQASOCBEMP1, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.104","00-50-56-B0-3E-00","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/15/2019 2:53:31 PM","57279","0","0","0","0","0","0","HNQASOCBEMP1\INFADMIN","Not Running"
"Protected","SVQASOCBEMP2","SVQASOCBEMP2.ADBancat.hn","CN=SVQASOCBEMP2, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.105","00-50-56-B0-04-F0","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/15/2019 3:50:12 PM","57330","0","0","0","0","0","0","HNQASOCBEMP2\INFADMIN","Not Running"
"Protected","SVQASOCBRETAIL1","SVQASOCBRETAIL1.ADBancat.hn","CN=SVQASOCBRETAIL1, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.106","00-50-56-B0-80-45","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/15/2019 5:02:20 PM","57703","0","0","0","0","0","0","SVQASOCBRETAIL1\OCBSP05","Not Running"
"Protected","SVQASOCBRETAIL2","SVQASOCBRETAIL2.ADBancat.hn","CN=SVQASOCBRETAIL2, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.107","00-50-56-B0-72-31","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/15/2019 5:33:32 PM","57400","0","0","0","0","0","0","SVQASOCBRETAIL2\OCBSP05","Not Running"
"Protected","SVQASOCBWEBEMP1","SVQASOCBWEBEMP1.ADBancat.hn","CN=SVQASOCBWEBEMP1, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.108","00-50-56-B0-BF-4E","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/15/2019 6:54:29 PM","57449","0","0","0","0","0","0","SVQASOCBWEBEMP1\INFADMIN","Not Running"
"Protected","SVQASOCBWEBEMP2","SVQASOCBWEBEMP2.ADBancat.hn","CN=SVQASOCBWEBEMP2, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.109","00-50-56-B0-08-19","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/15/2019 8:32:46 PM","57532","0","0","0","0","0","0","HNQASOCBWEBEMP2\INFADMIN","Not Running"
"Protected","SVQASOCBWEBRETA","SVQASOCBWEBRETAIL1.ADBancat.hn","","","10.128.254.110","00-50-56-B0-67-AA","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/15/2019 8:51:37 PM","57456","0","0","0","0","0","0","HNQASOCBWEBRETA\INFADMIN","Not Running"
"Protected","SVQASOCBWEBRETA","SVQASOCBWEBRETAIL2.ADBancat.hn","","","10.128.254.111","00-50-56-B0-26-2F","2.0.1530","Default","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS QAS","","8/15/2019 9:06:47 PM","57313","0","0","0","0","0","0","HNQASOCBWEBRETA\INFADMIN","Not Running"
"Protected","DVSAPWEBDISP","DVSAPWEBDISP","","","192.168.108.87","00-50-56-B0-48-7A","2.0.1494","Default","Microsoft Windows Server 2012 R2 Standard","Offline","BASA HN SERVERS PRD","8/19/2019 5:54:22 PM","8/16/2019 9:17:44 PM","28305","0","0","0","0","0","0","DVSAPWEBDISP\INFADMIN","Not Running"
"Protected","HNPRDEVCOM01","HNPRDEVCOM01.ADBancat.hn","CN=HNPRDEVCOM01, OU=Desarrollo, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.2.103","00-50-56-A8-3A-3A","2.0.1530","Default","Microsoft Windows Server 2019 Standard","Online","BASA HN SERVERS QAS","","8/19/2019 12:42:36 AM","45401","0","0","0","0","0","0","HNPRDEVCOM01\EVERTEC01","Not Running"
"Protected","HNPRDEVCOM02","HNPRDEVCOM02.ADBancat.hn","CN=HNPRDEVCOM02, OU=Desarrollo, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.2.104","00-50-56-A8-64-39","2.0.1530","Default","Microsoft Windows Server 2019 Standard","Online","BASA HN SERVERS QAS","","8/19/2019 12:50:40 AM","45407","0","0","0","0","0","0","HNPRDEVCOM02\EVERTEC01,HNPRDEVCOM02\INFADMIN","Not Running"
"Protected","DNS-PRD1","DNS-PRD1","","","150.150.52.5","00-50-56-A8-95-A7","2.0.1510","Default","Microsoft Windows Server 2016 Standard","Offline","BASA HN SERVERS PRD","7/26/2019 10:18:29 PM","7/24/2019 3:17:23 PM","33175","0","0","0","0","0","0","DNS-PRD1\INFADMIN","Not Running"
"Protected","DNS-PRD2","DNS-PRD2","","","150.150.52.12","00-50-56-A8-28-A6","2.0.1510","Default","Microsoft Windows Server 2016 Standard","Offline","BASA HN SERVERS PRD","7/25/2019 11:21:45 PM","7/24/2019 3:17:50 PM","34357","0","0","0","0","0","0","DNS-PRD2\INFADMIN","Not Running"
"Protected","VSRVDEVSAPPCM2","VSRVDEVSAPPCM2.ADBancat.hn","CN=VSRVDEVSAPPCM2, CN=Computers, DC=ADBancat, DC=hn","Domain Computers","150.150.70.17","00-50-56-B0-3E-96","2.0.1494","Troubleshooting","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Offline","BASA HN SERVERS SAP","8/7/2019 12:53:30 AM","11/26/2018 10:35:57 PM","40830","0","0","1","0","0","0","VSRVDEVSAPPCM2\INFADMIN","Not Running"
"Protected","sapfiorilxpr","sapfiorilxpr","","","150.150.70.95","00-50-56-B0-A7-A9","2.0.1530","Troubleshooting","SUSE Linux Enterprise Server 15","Online","BASA HN SERVERS SAP","","3/28/2019 3:18:31 AM","14299","0","0","0","0","0","17","ROOT","Not Running"
"Protected","VSRVEDPAUTVPMGR","VSRVEDPAUTVPMGR.ADBancat.hn","CN=VSRVEDPAUTVPMGR, CN=Computers, DC=ADBancat, DC=hn","Domain Computers","150.150.6.32","00-50-56-9A-37-D7","2.0.1530","Troubleshooting","Microsoft® Windows Server® 2008 Enterprise, Service Pack 2","Offline","BASA HN SERVERS DEV","7/30/2019 8:07:42 PM","11/26/2018 10:32:00 PM","32763","0","0","0","0","0","0","VSRVEDPAUTVPMGR\INFADMIN","Not Running"
"Protected","SAPPIBASAPRD","SAPPIBASAPRD","","","150.150.70.91, 169.254.7.143, 169.254.7.240, 169.254.86.192","00-50-56-B0-CD-FC,02-00-4C-4F-4F-50","2.0.1530","Troubleshooting","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS SAP","","11/26/2018 10:29:35 PM","33783","0","0","0","0","0","3110","SAPPIBASAPRD\POPADM,SAPPIBASAPRD\SYBPOP","Not Running"
"Protected","VSRVSAPUPERFORM","vsrvSAPuperform","","","150.150.70.27","00-50-56-B0-FE-34","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Offline","BASA HN SERVERS SAP","6/19/2019 3:03:20 AM","11/26/2018 10:29:39 PM","36255","0","0","1","0","0","0","VSRVSAPUPERFORM\INFADMIN","Not Running"
"Protected","EIBSDHWTST","eIBSDHWTST.ADBancat.hn","CN=EIBSDHWTST, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.60.60","00-50-56-B0-6A-4B","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Offline","BASA HN SERVERS PRD","6/19/2019 4:03:04 AM","11/26/2018 10:29:48 PM","33853","0","0","0","0","0","0","EIBSDHWTST\INFADMIN","Not Running"
"Protected","ACTEVENTAPP","ActEventApp","","","150.150.60.216","00-50-56-9A-6F-6E","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Offline","BASA HN SERVERS PRD","11/26/2018 10:32:24 PM","11/26/2018 10:29:49 PM","155","0","0","0","0","0","0","","Not Running"
"Protected","SRV-FICOH-CONT","SRV-FICOH-CONT","","","150.150.60.45","00-19-B9-B8-DC-53","2.0.1494","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Standard, Service Pack 2","Offline","BASA HN SERVERS PRD","8/19/2019 5:52:26 PM","11/26/2018 10:30:19 PM","25310","0","0","1","0","0","0","SRV-FICOH-CONT\OPERADOR","Not Running"
"Protected","VSRVSAPFIORI","vsrvsapfiori","","","150.150.70.58","00-50-56-B0-9F-CD","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Offline","BASA HN SERVERS SAP","6/12/2019 4:11:11 AM","11/26/2018 10:31:06 PM","40381","0","0","0","0","0","0","VSRVSAPFIORI\INFADMIN","Not Running"
"Protected","IATGUMCAFEEV5","IATGUMCAFEEv5.ADBancat.hn","CN=IATGUMCAFEEV5, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","150.150.60.219","00-50-56-9A-05-6B","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS PRD","","11/26/2018 10:30:31 PM","52142","0","0","1","0","0","0","IATGUMCAFEEV5\INFADMIN","Not Running"
"Protected","VSRVSAPQASERP","VSRVSAPQASERP.ADBancat.hn","CN=VSRVSAPQASERP, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.70.26","00-50-56-B0-6E-87","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS SAP","","11/26/2018 10:30:50 PM","37138","0","0","2","0","0","0","VSRVSAPQASERP\QASADM","Not Running"
"Protected","SAP-SUPPORT","SAP-SUPPORT","","","150.150.70.92","00-50-56-B0-2F-EA","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS SAP","","11/26/2018 10:32:08 PM","27654","0","0","0","0","0","4","SAP-SUPPORT\INFADMIN","Not Running"
"Protected","VSRVSAPDEVMDM","VSRVSAPDEVMDM","","","150.150.70.72","00-50-56-B0-3C-9B","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS SAP","","11/26/2018 10:32:46 PM","56774","0","0","0","0","0","0","VSRVSAPDEVMDM\MDDADM,VSRVSAPDEVMDM\INFADMIN","Not Running"
"Protected","DEVSAPBOBJ2","DEVSAPBOBJ2","","","150.150.60.67","00-50-56-B0-A6-55","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS PRD","","11/26/2018 10:33:02 PM","34283","0","0","1","0","0","0","DEVSAPBOBJ2\SAP","Not Running"
"Protected","SRV-TSM-BD-TT","SRV-TSM-BD-TT","","","150.150.60.35","00-50-56-B0-F4-74","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Offline","BASA HN SERVERS PRD","7/2/2019 8:00:10 PM","11/26/2018 10:33:09 PM","31093","0","0","1","0","0","2","SRV-TSM-BD-TT\INFADMIN","Not Running"
"Protected","IATGUVSRSAMTKN","IATGUVSRSAMTKN.ADBancat.hn","CN=IATGUVSRSAMTKN, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","150.150.60.181","00-50-56-9A-4C-3B","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS PRD","","11/26/2018 10:34:02 PM","92978","0","0","0","1","0","0","IATGUVSRSAMTKN\INFADMIN","Not Running"
"Protected","SRV-ATMFULLPRO","SRV-ATMFULLPRO.ADBancat.hn","CN=SRV-ATMFULLPRO, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.60.240","00-50-56-B0-D6-E8","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:40:41 PM","28147","0","0","1","0","0","1","SRV-ATMFULLPRO\INFADMIN","Not Running"
"Protected","TS-ATM-PROD","TS-ATM-PROD","","","10.96.30.105, 150.150.60.93","00-1D-09-25-AC-C6,00-1D-09-25-AC-C8","2.0.1494","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Enterprise, Service Pack 2","Online","BASA HN SERVERS PRD","","11/26/2018 10:42:11 PM","23813","0","0","1","0","0","0","TS-ATM-PROD\OPERADOR","Not Running"
"Protected","ISPLIBKEYW08","ISPLIBKEYW08","","","192.168.70.1, 192.168.145.72","00-50-56-B0-FB-87","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Offline","BASA HN SERVERS PRD","7/29/2019 10:14:47 PM","11/26/2018 10:37:38 PM","43156","0","0","0","0","0","0","ISPLIBKEYW08\INFADMIN","Not Running"
"Protected","VSRVBZERPPRD","vsrvbzerpprd","","","150.150.70.53","00-50-56-B0-B1-60","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Offline","BASA HN SERVERS SAP","8/19/2019 5:52:09 PM","11/26/2018 10:36:31 PM","44160","0","0","0","0","0","0","VSRVBZERPPRD\SAP,VSRVBZERPPRD\INFADMIN","Not Running"
"Protected","WIN-DUOFSRWYJ1Z","WIN-DUOFSRWYJ1Z","","","10.96.30.128, 150.150.60.128","00-19-B9-B8-DB-8E,00-19-B9-B8-DB-90","2.0.1530","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Standard, Service Pack 2","Offline","BASA HN SERVERS PRD","3/20/2019 8:36:31 PM","11/26/2018 10:36:20 PM","22683","0","0","0","0","0","0","WIN-DUOFSRWYJ1Z\INFADMIN","Not Running"
"Protected","VSRVBLZDEVERP","vsrvblzdeverp","","","150.150.70.50","00-50-56-B0-3F-12","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Offline","BASA HN SERVERS SAP","6/4/2019 4:38:18 AM","11/26/2018 10:35:06 PM","34560","0","0","1","0","0","0","VSRVBLZDEVERP\DEBADM,VSRVBLZDEVERP\SAP","Not Running"
"Protected","DEVSAPERP","DEVSAPERP","","","150.150.70.25","00-50-56-B0-94-E1","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS SAP","","11/26/2018 10:35:35 PM","44107","0","0","2","0","0","0","DEVSAPERP\DESADM","Not Running"
"Protected","SAPDEVPCM","SAPDEVPCM","","","150.150.60.64","00-50-56-B0-65-89","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS PRD","","11/26/2018 10:31:19 PM","42020","0","0","1","0","0","0","SAPDEVPCM\INFADMIN","Not Running"
"Protected","DW_CENTROSUR","DW_CentroSur.ADBancat.hn","CN=DW_CENTROSUR, CN=Computers, DC=ADBancat, DC=hn","","192.168.145.68","00-50-56-A8-76-06","2.0.1510","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Offline","Agent Update 1534, BASA HN SERVERS PRD","1/28/2019 9:58:54 PM","1/28/2019 6:41:18 PM","26063","0","0","0","0","0","0","ADBANCAT\DARIVERA,DW_CENTROSUR\INFADMIN","Not Running"
"Protected","EPO59NICPRD","EPO59NICPRD.ADBancat.hn","CN=EPO59NICPRD, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","10.128.0.120","00-50-56-A8-D3-6A","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS PRD","","1/28/2019 6:50:04 PM","58608","0","0","0","0","0","0","EPO59NICPRD\INFADMIN","Not Running"
"Protected","IATGUMCAFEEV59","IATGUMCAFEEv59.ADBancat.hn","CN=IATGUMCAFEEV59, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","10.128.0.116","00-50-56-A8-98-6B","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS PRD","","1/28/2019 6:52:12 PM","87873","0","0","0","0","0","0","ADBANCAT\LMIRON.ADMIN","Not Running"
"Protected","INTERMEDIATECA","IntermediateCA.ADBancat.hn","CN=INTERMEDIATECA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","10.128.0.131","00-50-56-A8-D4-7A","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS PRD","","1/28/2019 7:01:59 PM","39373","0","0","0","0","0","0","ADBANCAT\DGRIVERA,ADBANCAT\MARAMIREZ,INTERMEDIATECA\INFADMIN","Not Running"
"Protected","ISPWSBKUPPOC","ISPWSBKUPPOC.ADBancat.hn","CN=ISPWSBKUPPOC, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.0.122","00-50-56-B0-22-77","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","1/28/2019 7:16:14 PM","29658","0","0","0","0","0","0","ISPWSBKUPPOC\INFADMIN","Not Running"
"Protected","IATGUSRVFEN","IATGUSRVFEN.ADBancat.hn","CN=IATGUSRVFEN, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","150.150.60.250","00-50-56-B0-78-D2","2.0.1510","5-AQT MPT SCB","Microsoft(R) Windows(R) Server 2003, Standard Edition, Service Pack 2","Online","BASA HN SERVERS PRD","","1/29/2019 9:00:29 AM","12734","0","0","13","13","0","0","ADBANCAT\USRFENIX,IATGUSRVFEN\USRFENIX","Not Running"
"Protected","SRVCOMPENSA11G","SRVcompensa11G.ADBancat.hn","CN=SRVCOMPENSA11G, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.0.67","00-50-56-A8-75-A0","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","1/28/2019 6:17:37 PM","34057","0","0","0","0","0","0","SRVCOMPENSA11G\INFADMIN,ADBANCAT\BANCAT","Not Running"
"Protected","SRVQFLOWREPORTE","SRVQFLOWREPORTES.ADBancat.hn","","","10.128.0.141","00-50-56-A8-34-C2","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","Online","BASA HN SERVERS PRD","","1/28/2019 6:20:20 PM","64091","0","0","0","0","0","0","SRVQFLOWREPORTE\INFADMIN","Not Running"
"Protected","HNPRDSST_APP","HNPRDSST_APP.ADBancat.hn","CN=HNPRDSST_APP, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.70.16","00-50-56-B0-18-E5","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Offline","BASA HN SERVERS SAP","6/12/2019 4:04:30 AM","11/27/2018 12:28:15 AM","42924","0","0","0","0","0","0","HNPRDSST_APP\SAP","Not Running"
"Protected","VSRVEIBSFIDUAPP","vsrveibsfiduAPP.ADBancat.hn","CN=VSRVEIBSFIDUAPP, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.60.89","00-50-56-B0-50-AB","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS PRD","","11/30/2018 11:26:37 AM","28635","0","0","0","0","0","0","VSRVEIBSFIDUAPP\INFADMIN","Not Running"
